match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1312025,2,Karachi Kings,Peshawar Zalmi,2,6,Khushdil Shah,Usman Khan,Sameen Gul,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,3,1,Usman Khan,Khushdil Shah,Saim Ayub,0,0,0,0,0,0,6,0,6,,,
1312025,2,Karachi Kings,Peshawar Zalmi,3,2,Usman Khan,Khushdil Shah,Saim Ayub,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,3,3,Khushdil Shah,Usman Khan,Saim Ayub,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,3,4,Usman Khan,Khushdil Shah,Saim Ayub,0,0,0,0,0,0,4,0,4,,,
1312025,2,Karachi Kings,Peshawar Zalmi,3,5,Usman Khan,Khushdil Shah,Saim Ayub,0,0,0,0,0,0,1,0,1,Usman Khan,hit wicket,
1312025,2,Karachi Kings,Peshawar Zalmi,3,6,Iftikhar Ahmed,Khushdil Shah,Saim Ayub,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,4,1,Iftikhar Ahmed,Khushdil Shah,Babar Azam,0,0,1,0,0,0,0,1,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,4,2,Iftikhar Ahmed,Khushdil Shah,Babar Azam,0,0,0,0,0,0,2,0,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,4,3,Iftikhar Ahmed,Khushdil Shah,Babar Azam,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,4,4,Khushdil Shah,Iftikhar Ahmed,Babar Azam,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,4,5,Iftikhar Ahmed,Khushdil Shah,Babar Azam,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,4,6,Iftikhar Ahmed,Khushdil Shah,Babar Azam,0,0,0,2,0,0,0,2,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,5,1,Khushdil Shah,Iftikhar Ahmed,Rovman Powell,0,0,0,0,0,0,2,0,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,5,2,Khushdil Shah,Iftikhar Ahmed,Rovman Powell,0,0,0,0,1,0,0,1,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,5,3,Khushdil Shah,Iftikhar Ahmed,Rovman Powell,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,5,4,Khushdil Shah,Iftikhar Ahmed,Rovman Powell,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,5,5,Khushdil Shah,Iftikhar Ahmed,Rovman Powell,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,5,6,Khushdil Shah,Iftikhar Ahmed,Rovman Powell,0,2,0,0,0,0,0,2,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,5,7,Khushdil Shah,Iftikhar Ahmed,Rovman Powell,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,5,8,Khushdil Shah,Iftikhar Ahmed,Rovman Powell,0,0,0,0,0,0,0,0,0,Khushdil Shah,caught,Usama Mir
1312025,2,Karachi Kings,Peshawar Zalmi,6,1,Iftikhar Ahmed,James Vince,Sherfane Rutherford,0,0,0,0,0,0,4,0,4,,,
1312025,2,Karachi Kings,Peshawar Zalmi,6,2,Iftikhar Ahmed,James Vince,Sherfane Rutherford,0,0,0,2,0,0,0,2,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,6,3,Iftikhar Ahmed,James Vince,Sherfane Rutherford,0,0,0,0,0,0,6,0,6,,,
1312025,2,Karachi Kings,Peshawar Zalmi,6,4,Iftikhar Ahmed,James Vince,Sherfane Rutherford,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,6,5,James Vince,Iftikhar Ahmed,Sherfane Rutherford,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,6,6,Iftikhar Ahmed,James Vince,Sherfane Rutherford,0,0,0,0,0,0,2,0,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,7,1,James Vince,Iftikhar Ahmed,Mohammad Haris,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,7,2,Iftikhar Ahmed,James Vince,Mohammad Haris,0,0,0,0,0,0,6,0,6,,,
1312025,2,Karachi Kings,Peshawar Zalmi,7,3,Iftikhar Ahmed,James Vince,Mohammad Haris,0,0,0,0,0,0,3,0,3,,,
1312025,2,Karachi Kings,Peshawar Zalmi,7,4,James Vince,Iftikhar Ahmed,Mohammad Haris,0,0,0,0,0,0,4,0,4,,,
1312025,2,Karachi Kings,Peshawar Zalmi,7,5,James Vince,Iftikhar Ahmed,Mohammad Haris,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,7,6,James Vince,Iftikhar Ahmed,Mohammad Haris,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,8,1,Iftikhar Ahmed,James Vince,Usama Mir,0,0,0,1,0,0,0,1,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,8,2,Iftikhar Ahmed,James Vince,Usama Mir,0,0,0,0,0,0,2,0,2,,,
1312025,2,Karachi Kings,Peshawar Zalmi,8,3,Iftikhar Ahmed,James Vince,Usama Mir,0,0,0,0,0,0,1,0,1,,,
1312025,2,Karachi Kings,Peshawar Zalmi,8,4,James Vince,Iftikhar Ahmed,Usama Mir,0,0,0,0,0,0,0,0,0,,,
1312025,2,Karachi Kings,Peshawar Zalmi,8,5,James Vince,Iftikhar Ahmed,Usama Mir,0,0,0,0,0,0,6,0,6,,,
1312025,2,Karachi Kings,Peshawar Zalmi,8,6,James Vince,Iftikhar Ahmed,Usama Mir,0,0,0,0,0,0,1,0,1,,,
